67216,37429
62712,43352
7038,61807
87289,95770
94475,7754
51226,54907
66939,67958
509,20973
13904,36072
64223,47854
98036,76895
7406,33062
93170,26225
6851,31014
72957,95116
64783,14396
10593,77538
45665,34348
30293,32947
962,24865
41088,60895
9839,35352
72625,22765
48341,54486
97496,10443
3612,68576
90687,42893
17927,87003
38609,67519
72339,15936
37689,73107
2685,20469
21422,78747
57612,75750
89023,7250
84006,32383
52918,1429
51724,63132
91766,26292
881,81948
7172,28536
92785,33383
80886,23993
96013,57074
21376,83578
8684,40063
24766,34415
49171,8256
37218,21587
49307,12178
20811,27977
26691,45320
98658,6145
42891,97850
92143,78243
1246,53178
67251,1828
82057,75410
34986,8779
91069,46452
14246,80793
97698,30961
38097,7699
18239,49217
24615,20719
22701,53362
73698,26663
49553,60218
42099,25235
54380,40805
18946,93976
63982,70137
67412,4229
42927,24797
37652,22453
91831,326
50680,24422
61201,35343
91315,8404
25582,59045
4188,58654
22684,50165
48457,15761
67694,85306
93084,50553
18601,89732
96878,16697
62360,80494
76180,82281
11029,1369
10139,63545
58588,48902
38826,94926
85346,67022
40940,97500
50957,38392
86717,13608
3696,51300
31654,95496
23698,76962
34164,93869
76740,2124
68306,81954
3906,82459
66162,36190
82506,81909
99758,45508
54024,63852
20274,62261
32793,52413
59601,73730
83850,77218
77673,82870
20868,80593
47608,95604
39003,42849
28954,66769
19020,29059
88979,7518
44752,67874
47253,76934
49719,93170
34169,70571
64554,86679
36708,5408
47102,62303
61203,1345
55046,69107
72807,74945
19987,66042
55048,39383
22090,80867
61571,83668
41080,12675
40094,58907
51386,13371
47191,86936
70649,48691
58793,59932
6435,68763
23731,11961
25603,37739
91310,29406
52511,73809
27506,23465
25122,27484
94670,32075
39433,93119
78264,12582
60133,1782
88634,41790
16278,26623
51863,96513
93114,51555
67761,62133
46660,45041
42398,56024
60416,91129
81302,3120
58105,37784
83793,95798
85422,61592
82099,92098
51576,37186
93952,62076
74406,22669
45632,93089
97915,80685
13938,75704
89414,56762
77430,30408
56924,19270
33017,89853
30438,54555
24996,30599
67665,55510
54487,75793
31712,15641
1147,40525
22829,62009
47740,22538
25123,19571
85593,98021
47423,13005
26100,66715
13523,9617
15564,79780
22292,73250
13481,84318
2497,83657
4806,25884
71930,13970
8238,47674
13274,41882
82653,28494
63279,90752
37709,49438
78604,48511
75648,19370
27297,88675
81823,12513
2070,48030
29041,33646
9497,4213
27516,5671
1253,78218
75849,96365
95002,36398
68851,3152
4483,84193
79246,41155
28580,27995
1830,83270
87987,54536
90675,92239
9115,48956
36317,69185
46885,26728
25693,3270
72231,17376
78112,84513
38452,89101
65065,51780
43995,75791
3172,56934
85641,84074
4752,82315
35358,36735
41100,88025
26840,12412
22478,27279
62606,93149
87580,7032
3749,60798
84728,99671
81508,43327
85788,46302
51757,80228
86676,27660
61051,58104
38529,72612
32421,75291
32807,8197
65729,82034
77444,43671
45493,17407
11064,25407
41657,86048
52072,65556
8155,13178
9939,83069
76725,10338
48138,37164
79571,9058
84946,61890
56795,50717
76667,40520
79701,3325
51139,7477
93562,82055
60753,86630
89881,88663
43484,30010
19984,39415
93359,33452
86454,45753
19811,15330
51089,24110
61230,22772
38663,14693
28677,56183
6697,55949
73243,40648
63065,72802
23550,74986
14507,35588
38593,47271
76116,1264
2140,96271
50915,34555
69865,52637
65787,12209
84327,55986
85699,46136
17406,31714
64844,87912
13552,46403
33833,96927
44285,45874
5315,22220
84718,83129
1032,32434
48119,94733
12330,30231
61290,21253
74962,22244
85622,4073
44323,69545
84948,71392
72307,59948
58623,94759
32623,49910
86416,42229
28342,6574
32205,79044
42524,99797
99528,90098
61521,72496
31687,8466
49770,32252
39141,55615
79027,86350
20171,67683
53117,32425
21921,31082
15117,15194
79194,25029
26351,4301
61251,45211
40952,52297
50896,26898
89768,91795
77919,198
43945,10453
74003,85948
57595,62888
35601,30796
33142,41550
22132,31444
63144,31775
57237,27772
72187,10695
83608,44124
1277,89623
67566,84978
28294,61877
34053,83316
59956,52027
65397,529
52303,69008
74545,98416
30363,79468
31267,92679
55010,30430
73884,92576
3270,31762
85925,24552
88319,31421
64248,10310
76159,66509
7099,4246
69141,5580
11627,99038
79859,92549
40374,50695
64374,93863
963,83648
87254,16468
89724,52096
63516,84407
2237,17512
41029,59680
57795,15339
22630,3421
20900,46116
52564,90152
69017,65003
56215,17359
65747,50513
12084,67035
80605,45520
12748,24324
19672,46832
96834,67318
51698,38617
86755,92708
68640,83475
57965,82623
57741,11539
36197,16197
98523,61607
14177,55598
91441,51613
58758,76368
26064,12763
46608,28054
32310,86146
16398,4082
71984,37121
95390,36966
34845,10506
85528,21822
88998,33628
59933,56514
38061,22908
57853,96216
84077,66479
10715,22025
79013,65957
94870,25281
69087,19306
15808,17696
70018,76927
96894,95803
56146,7915
53925,1663
10372,81905
81032,12913
27058,27991
73700,84736
67698,47281
6463,87544
31959,12079
36636,83938
88516,45534
42632,20924
71199,73449
63480,97858
50263,33186
83902,60949
69572,7120
90421,82263
69689,30983
22239,58262
48318,27566
47999,72085
11994,3794
67074,33985
45829,63976
67157,37516
18585,86218
30500,74202
54130,55846
90550,86941
58571,48896
62839,22671
12187,58107
35547,21785
87664,84375
92379,14731
2617,20910
92944,89325
41159,19233
98652,82158
72896,66597
95084,77553
96158,45592
18690,86578
85383,49914
241,31767
3678,35843
3027,59394
83051,46831
51706,6210
78943,12095
95578,16373
9214,24349
65077,51369
19164,42508
82106,64231
15457,34977
23520,17527
49268,15594
3086,68796
81050,83654
70598,3532
99984,41078
43357,22449
64816,30237
58675,97701
36558,33227
33333,95212
76626,52901
55836,57423
10265,10057
42948,71542
34510,72927
25850,9609
17854,74789
72099,57374
99342,61639
60853,7769
21343,21627
79327,66708
82520,94118
32285,49727
12926,25093
3354,2812
72310,48687
50389,89156
30243,87784
18247,41946
7368,42263
94355,65897
80406,68844
22622,84559
71181,13867
28796,24593
79468,91623
65180,55629
31861,79351
28273,87023
68604,39521
44766,11918
90969,62936
85755,38398
32718,20244
35838,52118
7608,51082
99379,64638
5220,6062
14533,53931
79311,44351
97160,20681
19885,45357
33575,50394
44790,81645
935,12191
55551,48522
68656,97679
96330,13500
29790,1780
86288,41048
81190,64527
33170,6119
9050,24852
39969,17037
30604,82645
76311,18688
63621,11059
20816,77220
89594,57722
32345,45530
17129,40934
30746,99111
85011,50783
53637,92430
21671,9893
3543,33986
28684,49297
62151,43194
34016,51073
68673,80447
68121,61976
14051,76042
98124,93535
31461,44862
78648,83477
80531,84683
51730,62743
4098,78144
21646,66619
68124,78320
21067,21202
67323,61862
83512,78457
97662,95158
23822,71417
60952,25862
70471,7333
48190,52724
40374,11881
31200,56788
78252,55157
30721,29828
26418,12972
43025,30340
99156,70855
96969,3952
56838,22494
7293,9994
45414,95657
62080,41660
21563,67094
20387,57533
45350,5504
12271,43004
91054,25141
71030,57448
56272,72798
6672,63162
97990,36092
96594,39381
79681,85973
7985,6038
52217,27594
14985,11722
9520,76972
60589,59203
98761,99284
4389,84567
23889,91733
93161,57661
53976,37952
61803,17951
30663,58950
60895,88362
85878,31599
75041,72179
79895,93870
19553,37796
19927,70971
13883,93742
16991,45885
19040,27031
31857,13016
70525,76162
48173,75177
43557,74778
36082,2327
12976,81327
8243,54068
39064,70956
74346,74326
71458,34419
24289,90233
2333,9818
14360,56167
26144,7113
36290,62749
38377,3422
97848,33263
74877,47847
22150,65558
78017,57699
250,55741
39907,10412
66334,15903
18175,99474
35267,141
44309,27655
63254,40182
43772,30629
52988,81678
92703,17738
3855,67382
57174,25755
4191,35699
6230,65822
89299,62491
13730,55708
46400,48126
17057,98887
29844,10590
27069,5657
14718,50112
54913,84080
5393,52392
99693,91831
5572,66660
66918,23761
38831,58531
85452,98894
78784,94761
2953,1711
98031,80414
65860,36992
675,69204
87139,23622
53435,33099
20576,99112
8444,51363
19199,56386
93209,15286
57858,7401
43416,32384
86200,82625
55467,13002
54927,54394
1972,91417
94390,19603
8641,26886
15555,3420
56468,59044
920,8075
13771,82683
73667,78091
73326,78614
72981,60947
89181,88108
59537,81110
24856,79148
66009,46140
89006,48886
96905,53887
34654,63568
88126,42768
56644,63
13637,11512
91710,52168
2942,21705
15415,96018
34292,55449
77093,74320
99942,75456
25459,57654
80948,35129
10768,6228
79584,36742
76216,34090
5190,37804
39814,65289
78878,3877
61040,83018
1820,39104
26271,62117
76481,39598
19572,13662
28536,26380
20142,35116
39786,44693
13728,30053
55445,31322
10955,88792
54706,4403
21218,16796
63328,1831
32447,44526
95621,66341
49946,33461
87660,13683
64349,77758
75827,97708
91617,51127
98238,45877
41804,86277
74106,38411
58407,47604
27434,75494
28436,3820
45893,9673
66404,29297
55145,1316
2161,21423
39447,17396
92747,77841
10091,28639
75150,45509
10957,38646
21351,3593
83683,10457
37118,69599
90623,48005
72579,31516
10698,71259
63383,41010
72869,40157
97218,75061
28664,42431
91312,90249
90545,43835
66943,62500
61501,63884
63618,30266
28320,35937
35692,86178
21498,49942
87269,72640
25110,53645
11818,86402
25777,63020
40196,17446
79486,33687
91114,31163
4138,48510
4260,39264
91823,29740
61273,34203
80675,26904
93906,49205
63483,16938
87524,42689
52744,8617
13427,80192
25149,70743
94382,83588
65669,81007
64682,56498
19504,3718
44767,2706
66223,42515
9137,49467
20554,64588
23336,63130
2758,6102
10980,79560
34823,6543
93502,38271
43795,50945
64097,60540
87165,98946
3828,2181
73607,58047
1914,62222
85141,57374
26750,20953
60394,23318
4105,83124
59438,14462
24994,38821
11197,88458
92813,1528
41943,42032
13249,95108
68503,16158
10063,85207
1321,15308
29799,4649
85065,22470
26192,91301
33437,97161
68126,24209
91276,10397
5435,57645
6633,94779
50407,21909
25981,95075
73946,40588
19131,60770
9034,77024
1612,60731
60225,16239
17400,98354
73276,65492
49599,79661
25721,2192
77575,21773
84121,70808
57576,83401
49745,88378
11622,50536
99602,52015
23948,92270
12266,18728
86703,54222
55961,92256
7786,37424
51420,49828
62581,86928
70962,53519
94273,9535
86955,58935
57469,25408
41795,62552
81452,87861
55729,55972
87079,44125
95837,92985
30684,56485
68722,3909
41408,11766
56011,40274
4675,82547
1853,49801
88732,30365
46611,22866
30134,92286
70486,78936
17956,26138
38393,21568
88859,69873
43901,78462
20422,31409
13898,9126
67141,5538
3354,58212
55672,52592
98609,40194
98335,85467
70619,3814
95286,40001
735,32643
99329,22545
67261,78235
904,89135
90735,16543
36598,68440
48316,40004
42509,1968
23106,58240
30053,69485
74524,8616
59229,97959
84906,94294
15152,16212
92091,62060
42200,33762
94166,43624
68080,64676
95385,65747
8835,41433
65011,65429
22340,38510
98504,12363
71009,64672
73106,17927
17485,71439
8300,17585
19687,27554
37322,29978
5590,71823
68060,99303
64776,5702
28649,78988
65861,41474
87359,95887
9246,63261
51024,62550
1422,55606
84894,47733
42967,76003
42029,25610
62387,35885
26847,77317
52358,48307
10476,16574
45028,46050
5937,34765
53737,69261
4152,82353
63478,22474
87109,17806
90904,60511
16030,14404
34989,75457
8894,10310
59476,74035
72024,55823
57401,77672
61660,6213
38768,45451
15869,60795
69586,74195
93648,77354
29756,62714
53271,7471
9754,41861
58822,85529
84393,1494
91267,32955
68867,6362
23986,30926
55720,1750
84730,62729
15454,51188
88002,43066
62511,20739
11184,46184
87523,77950
69776,25357
54674,48983
2459,34731
74587,24846
8411,35214
93822,15720
32041,84455
42054,63802
89892,16961
40269,76111
62395,57862
69870,97164
79239,56973
95812,66520
25381,42318
23781,74471
84455,95336
12448,71487
61585,84183
96004,68181
77904,1837
8066,88748
41221,99823
59028,23445
47625,77392
71912,21132
77678,16000
66880,28019
31015,70249
1091,37399
64323,58431
41614,4358
38226,47532
94689,77593
45473,10209
83498,35086
21320,58817
29231,92569
95159,94327
92214,89186
31522,10124
60209,51724
38997,20727
63500,37232
237,93469
86412,6257
44070,78561
57574,87058
150,35860
72332,4571
14558,48893
28522,24927
5596,86328
99006,11756
34759,90519
25745,23660
12547,53562
839,11366
10293,71509
31958,88644
24930,76140
48285,26367
64175,64523
1375,38572
15354,7126
30002,25755
79482,70701
87237,54356
67205,41898
23828,80401
86523,77833
19251,59710
7010,50182
69561,23755
19553,60203
91311,83873
94820,93568
77562,16883
9508,23506
16863,98681
96516,34558
64825,70909
94124,80400
60368,10413
3363,98512
88771,72222
93000,20452
18578,67739
61663,99679
51636,24945
54723,26704
12104,34092
50058,70789
79330,27797
91238,63437
99405,25537
28086,92102
59153,75536
35704,56187
21860,18729
70290,6844
17312,52270
58179,32634
70762,44034
82937,89302
58307,46373
44132,64617
78091,4686
73064,29653
40710,11052
89242,52171
80350,54277
98857,93724
51316,47099
51873,11207
16898,65524
19415,63402
87100,61933
44241,61129
60640,86063
2201,10482
87985,26909
63234,48184
20862,76703
52673,11283
18530,63026
54013,33396
15833,78214
56203,34552
39638,89288
81995,51431
53656,23509
31092,61774
96370,44836
40554,42854
3144,48903
35332,54510
89732,69237
38633,89247
62774,79776
40313,40596
83120,54268
47208,34944
84972,76506
52295,71740
2069,78512
52734,85563
41769,67458
30583,21037
40093,41890
65871,6122
69331,75052
65410,22962
6273,28458
78263,34901
19752,58880
87533,42135
95014,48570
59300,20517
7553,61898
55710,4516
29396,19037
68582,31698
20720,66439
99626,4332
67713,92201
54352,22355
62213,1724
9895,92841
96593,77260
38856,14813
70267,53261
32595,6608
18771,44910
24411,28035
31910,23550
84191,75001
39396,8800
28901,9482
82298,44999
9591,41209
66415,27068
7698,67308
76021,30375
48936,6209
7306,7119
46290,82977
7548,54487
96052,17743
19468,21425
75067,11912
30212,11483
60965,99962
60107,63461
47094,65431
10331,27813
67163,45506
23420,5356
50357,22682
66054,37100
71680,53178
37018,95187
69897,40012
72592,81208
352,71891
57414,83158
76682,45156
19114,30989
80554,95585
71159,65917
1824,97953
45241,46652
57815,56443
78140,56977
58644,48691
34442,45651
80196,79592
52475,95076
35454,16244
78074,61511
15684,5256
73824,14352
78768,43506
99924,91580
75964,24657
13816,689
77487,26480
31758,26612
89692,47868
41342,56632
74865,77407
1947,47291
2500,75906
73022,70190
25991,74794
6465,51597
38815,91665
15827,26419
59776,4262
37043,22238
27694,18013
43677,80423
19500,32176
6566,37970
90533,22256
89418,56982
54052,99016
16664,86033
18232,35336
43601,92274
32008,64885
64716,64382
71883,53844
61922,17677
11683,54013
52632,45445
68313,3684
39708,24953
99204,46257
59546,58158
40885,20410
70537,29226
13279,83112
86005,46841
71418,87242
79680,68095
60510,28130
63129,1380
93831,71016
7368,46045
1825,85627
8058,89624
68197,71796
90289,65506
86362,66496
22036,79263
6552,6226
84655,58186
43414,62019
17687,67580
98922,55213
45396,96668
54863,711
59489,36515
28306,27754
68388,61295
42677,65591
48894,17350
52850,33816
8970,57456
80328,61283
14756,13222
66208,46873
68430,12045
4207,37496
18966,57835
20179,85367
89774,8886
81298,8635
70087,45721
84562,7942
34614,71095
13103,44382
54564,62561
55069,82005
64766,70438
9094,39424
7406,3331
98220,60639
15687,81649
47846,57030
91188,34296
73600,87384
60963,55045
28170,53352
14032,36818
75755,76396
79891,22873
40750,56358
84992,16361
36637,70897
50437,67925
3811,80714
65146,68729
95531,85820
19998,3107
2597,93603
32862,68498
96962,80535
77213,14592
41307,58177
24699,11357
18839,77720
37943,42704
94732,35581
15064,59750
46026,25755
17751,68796
34851,41479
22116,61235
54043,74188
75107,45060
20724,17365
49335,59455
17801,32973
65941,29925
4141,36147
54398,25366
38065,14794
5915,86407
64642,17602
51499,3011
83843,91843
22121,980
56387,79990
89510,77475
63754,85894
1292,90567
128,67864
21985,67564
41520,96467
96107,9096
50453,30052
89928,13189
89935,75645
87015,62735
16535,64465
17341,23198
42428,79666
36115,67673
85102,8362
85511,19343
90235,35750
17731,7364
68050,13855
64909,47205
11719,17375
98280,60226
36347,96899
89992,12190
59532,62374
33277,65145
23445,36806
67523,70579
37169,88719
67899,41776
75095,57634
51537,83454
86382,97086
95156,8066
30436,75767
65860,4836
30420,32184
7272,70391
70041,70063
50080,69619
63009,85106
4708,76127
54695,51305
87506,83597
89824,61120
42479,50134
60186,91572
33600,91805
74564,10217
89437,22639
47719,83448
6066,64630
68862,44160
48688,97832
83257,38965
52685,73481
57173,4481
15466,43150
86842,15635
69016,49048
44787,7279
87495,16275
54258,2441
88172,2207
39666,39080
91154,87460
56729,71268
91643,93458
49964,84104
59217,41102
54196,60462
72063,92344
83025,82655
42954,25944
31643,91263
26455,72211
17100,81752
67936,6692
26540,74390
96027,59522
14461,99135
36746,58254
14833,84830
63938,43290
54003,64734
35744,5852
26928,21299
9636,96995
88918,39382
28901,90526
62526,92649
10780,66516
59388,62370
90442,67665
56753,84950
16698,45067
56929,42050
39836,72236
35031,81496
72269,28564
66439,12957
6464,30555
88555,15541
46520,29525
45731,15563
49741,30928
68473,34282
13940,11802
12319,85661
43456,14596
43410,36554
51189,5398
44803,13922
30652,66568
32734,88013
80355,43140
79339,29546
74811,35992
1028,41442
17947,70974
74694,81154
76162,63263
94552,17149
37940,67270
34631,60258
17437,83722
39651,84528
21411,75869
46160,29526
48857,31998
99364,96467
42494,64498
45569,79148
77,96943
12140,94134
9722,55246
68234,66792
94210,28257
56523,91697
13710,63047
47897,56675
33450,49490
2031,9157
14590,92948
66077,58791
15423,63873
44726,89020
65040,59558
61666,6688
47208,46022
15965,37478
47492,42874
16886,79805
47052,84332
13135,12846
7840,5043
85436,49790
89811,47467
6098,24748
91226,42823
74890,35279
41238,18854
26765,94535
33740,74768
27412,67058
90166,27722
46770,79515
41789,36330
47595,49483
84645,42396
1130,14064
3458,57104
14071,32264
39452,1655
58087,98173
31809,85357
27152,55135
20941,63950
4971,54746
50540,47610
13398,7586
45056,33262
78650,97963
6572,2041
57354,61114
33262,18329
10214,26875
56647,6646
70779,39604
28459,8290
51204,17136
2963,29023
93685,45882
91246,89374
20148,89193
14766,20622
66502,98712
33872,82760
86082,54043
68504,94441
14760,61281
44927,6688
81109,25252
84043,64414
63481,62165
76360,8009
41239,6542
16204,90923
80392,34104
598,56767
88378,23118
88584,97994
98014,68686
69128,72338
9821,57250
99021,12203
66003,82133
25229,14438
26677,97912
49381,25148
32278,89900
2953,95874
23854,49572
36416,90180
79056,34379
38417,25726
76629,45239
63943,29116
1753,69135
24783,98062
63499,1324
81688,50480
7364,80495
74996,31873
35798,94125
20759,10208
16470,4828
70592,25215
74035,76548
30111,76234
98613,63938
6552,90275
14496,21546
75956,90334
71521,78805
79462,13849
55058,14538
66926,75612
74043,44628
34952,71455
51290,75203
47111,56937
66113,24483
35801,38751
41164,45638
74184,7088
73116,41483
23978,87882
26439,30456
14208,53500
5024,6407
94526,15323
58254,78249
10566,14871
37809,22802
43335,48176
55554,17682
22070,51643
38806,59992
50581,38929
20262,11414
6329,4829
93102,69206
49009,10988
82033,90608
86830,57293
68852,65336
68005,17621
25561,84209
6543,28131
74690,8474
23088,90975
27113,53650
26513,85943
45479,7783
40332,1468
45111,83844
94909,52373
60601,82352
1398,48428
74784,29607
72345,61689
26785,22408
83479,9127
27284,82809
27924,1143
81588,85216
63779,2426
29096,55002
49825,18
89540,19598
23301,87199
8751,41758
8885,30963
10915,37
2543,76119
11307,450
96629,6355
90794,15910
5583,98746
90234,34075
60632,69355
18549,25364
65299,19984
16271,86565
24773,21559
36114,28025
70615,59407
94197,960
88170,46956
43595,75974
73979,5688
12092,35474
66228,44062
361,32449
54865,42699
469,82060
49237,86664
99298,62873
13316,57339
32324,16362
53764,61541
90373,33381
94672,14055
72317,17225
45011,56151
46838,50573
55725,74428
32792,96135
35771,23413
55063,56870
24625,4695
7233,83657
39889,9346
33885,76414
77967,44735
2455,91273
96746,43237
44121,5914
15291,36099
85061,62539
19442,69058
77165,61215
78808,81858
21454,85120
92780,4491
29923,84443
98567,21809
5124,41954
19750,57338
19454,4718
89872,61252
18226,81983
70542,56581
49665,41606
8084,38921
90204,16073
62737,72324
50025,26155
59423,46084
81688,3249
68800,69139
21164,65224
70434,32995
9425,46039
65908,66984
72955,36384
75880,46498
17072,69831
97574,70925
1720,21322
8500,50959
6508,62847
52753,34881
54426,76886
17533,75615
61159,73226
89753,40528
47468,84155
85031,96918
66250,46515
84609,2138
12168,75014
28243,88684
50098,99924
39486,17026
2431,8868
64089,6760
60088,19281
71728,30187
85020,85044
30670,85823
23433,80172
43907,96970
79650,76107
22620,27338
15919,85161
62987,95496
89498,89579
75048,13143
96314,50080
66597,99407
34935,43163
98957,91608
74845,86981
42117,16436
53067,15422
29957,96262
93145,3908
9103,72482
32949,81824
50846,66144
95512,64981
97217,8092
54379,7494
76055,86340
49353,63426
38531,82853
8802,29231
64308,7064
27393,81708
27712,51173
34648,64618
99929,18970
13964,99508
96299,38845
52953,98539
8608,40417
79480,62195
48338,24740
332,15271
39229,62498
37837,72614
35025,63054
54396,29573
18938,50330
13133,30935
47105,46482
8308,15808
93874,19328
4611,10609
22450,30932
81442,64756
39234,52193
61869,89021
23209,59929
48758,57402
76673,77279
90096,39368
55589,92402
68138,54881
69820,97942
50494,8375
15494,38905
60113,64449
60910,76408
76772,18297
26084,74235
51743,4975
53165,22589
25631,38737
82223,65547
17305,52209
78836,7286
22617,83166
44969,76116
63783,31215
11411,1635
65490,43888
49813,33358
37304,23867
71114,78992
11397,71425
86032,29017
89958,58579
6794,54892
44040,10928
3676,898
56049,27882
83705,44277
6189,66987
30111,19660
33967,86670
33369,4301
47427,36897
39367,62209
84607,37611
86535,43100
70414,14900
61940,16594
96929,84292
20457,16963
73345,21956
56559,80793
19518,32855
13413,92483
17929,41176
5017,1498
53711,36056
36665,29472
2361,98248
62710,21964
95490,80661
54747,95813
62288,25855
89471,24672
79688,88982
48855,29856
28784,42783
35609,30473
11609,97266
38357,66402
11505,95546
33355,83596
24120,11000
86781,36381
15424,55123
76480,68935
21260,78179
70955,34008
14417,37594
76807,64509
27855,94904
69498,31927
72642,79055
89936,67065
77209,27400
47668,44822
20980,93119
1501,84152
84806,75286
64486,93249
95533,28237
10023,96238
12443,46116
63315,44962
46119,5024
250,31402
95524,35576
33423,91279
51696,29419
45287,28987
98050,24822
90304,32305
54471,99824
2137,7767
85515,37531
57417,37883
79782,51744
39208,87883
25402,16347
71722,90087
64433,51688
47971,47772
27797,98960
27879,89413
50809,55845
94238,25597
9139,9287
87712,4780
89218,10109
19355,94823
63242,88931
6217,13115
64577,69806
86515,35996
5058,25778
79553,16388
37997,8208
71454,46870
65702,2896
38966,71894
40543,34789
38526,7242
22051,57679
85230,52895
29161,63946
97235,35923
77536,29734
59343,64436
31297,9463
7989,77853
90583,49483
1359,84299
30092,79962
69517,22073
56424,65640
24124,49220
93173,58893
6659,59542
20748,65054
33248,58352
44611,89824
77911,90525
39146,20793
22166,97345
57641,82309
84711,62012
9770,26380
44469,37175
29194,87712
83898,70464
37258,77960
6840,29912
93638,25730
50516,67368
27043,36068
36521,33813
16748,53221
37759,12683
12098,19975
23039,18233
92457,60913
77171,61043
83584,80611
79824,25773
11666,2524
2510,92737
73857,72441
95422,92530
48523,35687
6509,94382
80428,94675
79692,82121
72509,96094
71519,55385
89201,83908
53844,69428
42818,32740
58515,18397
13944,11306
45739,36700
67046,53610
64780,47415
93340,85348
30263,54148
97560,42426
4528,2352
98210,79354
50154,3615
54088,12770
69473,63225
81318,63952
26787,16527
15201,33287
11724,26265
51030,46075
76609,54521
68772,87573
2843,75478
48680,19655
80472,61258
8310,8179
26089,72613
45675,35437
63572,36424
18178,65602
98526,19695
76322,13036
93522,49253
57563,85629
81620,68647
62033,46034
92801,11544
54648,60861
46134,76701
49874,45445
81616,14947
41075,62689
36946,5559
25735,39752
1838,31167
70338,39592
28562,65861
26724,17935
274,87286
88629,69990
97818,5921
54611,20664
38947,63667
15603,19446
64124,34047
30328,15000
19818,93534
88947,21227
4766,73587
69689,83221
62564,5247
302,96750
18931,41792
17673,53364
74281,39420
55928,24782
69230,26613
20139,94593
94028,93965
56402,33822
66393,80003
79349,43455
25179,11321
1720,42599
27753,944
1740,48412
68166,23407
21827,74267
58920,72910
43981,33173
68578,57491
99203,93926
54069,62165
14109,39417
38162,18044
45552,18803
14963,74949
36857,11559
81103,27516
46685,67190
54698,63197
55298,91499
99528,31888
58685,4204
23522,56133
96416,1951
41512,59166
39614,89126
74083,88741
6882,4054
80508,41689
71697,59413
25343,98042
79444,28781
16418,67677
20309,41135
94437,79313
74521,44844
92534,40697
55324,64649
17321,50033
67261,27646
63812,76199
75781,96394
55666,25833
27503,25875
20048,57560
39210,42894
79769,88162
85095,66600
38419,51542
78119,27445
21095,47599
60913,87091
33699,57984
6444,66495
94379,48274
73926,6577
4476,18840
33607,76443
96146,83006
58409,50713
36021,18455
38378,45753
41994,60528
31443,11741
81395,70199
6838,73455
82013,8723
63343,24425
20412,20070
7163,40071
53051,77629
65177,79408
33414,23488
8240,64785
55478,53001
25907,5081
13256,71997
53861,73127
42207,52836
46814,8609
99863,65727
23072,23998
67341,91628
50666,46727
30544,61515
71690,88445
69466,68830
14042,87374
25532,95263
26260,63904
81336,86552
56050,82989
5770,95336
28938,67991
69215,79804
15741,4249
9705,1566
37956,54187
5026,85160
98121,8826
34143,77750
56719,89896
28647,87543
97360,4789
78846,11900
57206,94878
81650,45954
77275,56117
49893,82198
88316,96126
31131,29696
66738,87273
16555,26841
17049,74631
18251,74239
86810,66829
89137,70145
68501,72003
59032,6245
14665,9641
61458,59884
63236,11098
97357,44211
29602,58293
55488,77113
49693,3778
61117,95857
3423,62706
9789,79682
22871,84946
29843,87108
78690,44811
91761,5202
27684,9332
91021,3477
70462,12940
1188,16688
72012,6817
30537,88574
29916,71810
46991,28101
40757,81609
97482,87147
